Research,X2,Type,Hashtag/site name,Web address,Place,Start Date,Affiliation,Bios,Date Checked,Number of members,X12,Interviewed,Still exists?,X15,X16,X17
Marcia,NA,Facebook Pages,Black Lives Matter UK,@BlackLivesMatter.co.uk,United Kingdom,"August 17, 2016","nonprofit organization, not connected","Black Lives Matter UK is a non-profit organisation championing racial equality and equal access to justice! We need volunteers to help us run this page. To bring about greater harmony in the world. We are one race, one people, all with slightly different hues but we are ONE BIG EXTENDED FAMILY and we all have to start respecting each other more, we have all been divided and conquered by the 2% and now WE have to work together to emancipate ourselves from mental slavery. Poor White people have more in common with Poor Black people then they do with RICH White Billionaires! ... And as any child will tell you, no one is really BLACK or WHITE anyway! These very terms themselves need to, in time, be done away with and before anyone cries foul I'm the Managing Director of Black Lives Matter, I'm a humanitarian and I believe that ALL LIVES MATTER however given the inequalities in our society right now, at this moment in time, this movement is needed to address and give expression to the experiences of those in our society of a darker hue so BLACK LIVES MATTER and until ""There's equality for all, there's no equality!"" -Jamie Burnett
",4/16/2017,"1,081 Likes
1,097 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter UK,@blacklivesmatteruk,United Kingdom,unclear,resource page for official UK organization,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,Black Lives Matter UK,@BlackMattersUK,"London, UK",July 2016,unclear,Enough Is Enough. #BlackLivesMatterUK Is A Movement In The UK To Unite Us As One And Raise Awareness That We Are All The Same No Matter What Race We Are.,4/24/2017,"946 Followers
2 Likes",NA,NA,NA,@BlackLivesUK,NA,NA
Marcia,NA,Facebook Pages,Black LIves Matter VT,@BlackLivesMatterVermont,Vermont,2015,chapter of the #Blacklivesmatter movement,"We endeavor to support the strategic eradication of systemic racism in Vermont. Rise of the Dandelions. It goes beyond the narrow nationalism that can be prevalent within Black communities, which merely call on Black people to love Black, live Black and buy Black, keeping straight cis Black men in the front of the movement while our sisters, queer and trans and disabled folk take up roles in the background or not at all. Black Lives Matter affirms the lives of Black queer and trans folks, disabled folks, black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. It is a tactic to (re)build the Black liberation movement. What Does #BlackLivesMatter Mean? When we say Black Lives Matter, we are broadening the conversation around state violence to include all of the ways in which Black people are intentionally left powerless at the hands of the state. We are talking about the ways in which Black lives are deprived of our basic human rights and dignity. How Black poverty and genocide is state violence. How 2.8 million Black people are locked in cages in this country is state violence. How Black women bearing the burden of a relentless assault on our children and our families is state violence. How Black queer and trans folks bear a unique burden from a hetero-patriarchal society that disposes of us like garbage and simultaneously fetishizes us and profits off of us, and that is state violence. How 500,000 Black people in the US are undocumented immigrants and relegated to the shadows. How Black girls are used as negotiating chips during times of conflict and war. How Black folks living with disabilities and different abilities bear the burden of state sponsored Darwinian experiments that attempt to squeeze us into boxes of normality defined by white supremacy, and that is state violence. #BlackLivesMatter is working for a world where Black lives are no longer systematically and intentionally targeted for demise. We affirm our contributions to this society, our humanity, and our resilience in the face of deadly oppression. We have put our sweat equity and love for Black people into creating a political project–taking the hashtag off of social media and into the streets. The call for Black lives to matter is a rallying cry for ALL Black lives striving for liberation.",4/16/2017,"3,704 Likes
3,758 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter VT-South,@blacklivesmatterbrattleboro,"Brattleboro, VT",unclear,http://blacklivesmattervermont.com/,"This is the Southern Hub of 
BLM Vermont. We are a growing network of individuals, families and businesses invested in the liberation of Black Vermonters.Black Lives Matter Vermont is a growing network of individuals, families and businesses invested in the liberation of Black Vermonters, and the deactivation of systemic racism endured by all people of color in our state. Black Lives Matter Vermont is an official non-profit organization recognized by the state of Vermont, is in close communication with the national Black Lives Matter organization, and is in the processing of becoming an official national chapter. BLM VT shares the same vision with the national movement and has a local vision as well. We identify as a peaceful, non-violent movement. The premise behind our existence is to stop the violence against Black people.","April 17, 2017",366  Likes,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter Wilmington NC,@BLMILM,"Wilmington, NC",unclear,chapter of the #Blacklivesmatter movement,"This page is a call to action & a response to racism. We will post about local actions & events that are part of a global Black Lives Matter movement. Black Lives Matter is a chapter-based national organization working for the validity of Black life. We are working to (re)build the Black liberation movement. This is Not a Moment, but a Movement. Black Lives Matter is an ideological and political intervention in a world where Black lives are systematically and intentionally targeted for demise.  It is an affirmation of Black folks’ contributions to this society, our humanity, and our resilience in the face of deadly oppression. Organizers are Sonya AmenRa, Vance Williams, and Cameron Parker.",4/16/2017,"1,175 Likes
1,184 Followers",NA,NA,NA,NA,NA,NA
Karen,NA,Twitter,Black Lives Matter YVR,@BLM_Van,"Vancouver, Canada
",April 2016,"appears to be a chapter, but unclear",Black folks working in solidarity with communities seeking justice from racialized violence.,4/24/2017,"850 Followers
177 Likes",NA,NA,NA,@blmyeg,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER- let's get a peaceful protest on!,groups/1733833573559908/?ref=br_rs,unclear,unclear,unclear,"I made this because of lack of support I see daily on my feed. This is an epidemic. I plan on contacting city council to plan a peaceful protest. Please share with friends and family. Innocent black men/woman/children are dying because of ignorance, as well as that nobody really seems to want to step up and scream. We are a small province but we can use our voices. We did it for Orlando let's do it again for human rights.","April 14, 2017",21 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter- Paterson,@BLMPaterson,unclear,unclear,chapter of the #Blacklivesmatter movement,"Black Lives Matter Paterson is a collective of organizers and activists, who work to combat anti-blackness and racialized oppression",4/16/2017,"511 Likes
523 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter- Roanoke VA,@BLMRoanoke,"Roanoke, VA","December 11, 2014",chapter of the #Blacklivesmatter movement,"Supporting all things important to Black Lives; because Black Lives Matter in Roanoke... Be sure to check the Note Section to see how to get involved. We are a non-violent, anti-police brutality, and anti-white apathy! What you can expect from this page: Call To Actions - this is a movement; not a moment. Legislation Notifications State as well as National. Equality for All Black Lives.. That means our LGBT have our support. Event notifications from local orgs and groups because everything involves Black Lives...Get involved, Be the change you wish to see in the world... Like Share Comment keep the conversation going...",4/16/2017,"1,329 Likes
1,323 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter- Utah,groups/1043887769011237/?ref=br_rs,UT,unclear,unclear,The Black Lives Matter movement in Utah,"April 17, 2017",234 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter-LFK,Black-Lives-Matter-LFK-153674758400208/about/,"Lawrence, Kansas",unclear,not a chapter- but in process of registering,"Black Lives Matter – Lawrence was begun by a small group of Black folkx who believe that Black people are deserving and worthy of love, no matter what.","April 18th, 2017","2,690 Likes",NA,NA,NA,NA,lfk.blm@gmail.com,NA
Marcia,NA,Facebook Groups,"Black Lives Matter, Bakersfield",groups/152673701820158/?ref=br_rs,"Bakersfield, CA",unclear,unclear,"A group created (primarily) for those living in Bakersfield. A place to communicate, educate, and organize.","April 9, 2017",424 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"Black lives matter, It's time to take a stand.The Montgomery Chapter....",groups/224966761231727/?ref=br_rs,Montgomery,unclear,unclear,N/A,"April 14, 2017",11 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Campaign-Urbana,@blmcu,"Champaign, IL",2015,Chapter of the #Blacklivesmatter movement,"Black Lives Matter: Champaign-Urbana is a chapter of the #Blacklivesmatter national network.

Impressum
Partners and Collaborators
Any individual or organization that wishes to partner or collaborate with BLMCU must first respect the structure and platform of this organization and treat this organization as an equal entity. While constructive criticism and suggestions are welcome, partners and collaborators should never attempt to change the nature or path of this organization. Any individual or organization that partners with BLMCU must have a racial justice platform or consciousness. They also should be specifically invested in the fight against anti-Black racism and have some evidence of that investment.

Allies
Allies of BLMCU should have a racial justice consciousness. They also should be specifically invested in the fight against anti-Black racism. Allies are not formal members of this organization. Therefore, allies should not be present at Chapter Council meetings or meetings or events that are specific to BLMCU members. Allies should never speak on behalf of BLMCU or call themselves representations of this organization. Allies should seek information and guidance from members of this organization as to how they can contribute, and not assume they know the needs or desires of the organization.
categories
","April 18th, 2017","2,222 Likes",NA,NA,NA,NA,blacklivesmattercu@gmail.com,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Chicago,groups/BlackLivesMatterChicago/?ref=br_rs,"Chicago, IL",unclear,unclear- http://www.blacklivesmatterchicago.com/get-involved.html,"BLACK LIVES MATTER is an ideological and political intervention in a world where Black lives are systematically and intentionally targeted for demise. It is an affirmation of Black folks’ contributions to this society, our humanity, and our resilience in the face of deadly oppression.","April 9, 2017","10,427 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Cincinnati,@BlackLivesMatterCincinnati,"Cincinnati, OH",unclear,http://www.blacklivescincy.com/,"Believers and purveyors of the struggle for Black liberation. We hold no affiliation with the Black Lives Matter national network or the Movement for Black Lives. The mission of Black Lives Matter Cincinnati is outlined in our 10 principles of membership:

1) Black Lives Matter Cincinnati (BLMC) was built to fight for Black liberation and to defend the rights of the oppressed.

2) Women’s liberation is an essential component in the fight for Black liberation.

3) We demand an end to police brutality!

4) End mass incarceration, the school-to-prison pipeline and the commodification of “crime.”

5) We oppose U.S. imperialism and its wars abroad.

6) We respect the gender sovereignty, sexual orientation, and the right to exist of all people free from persecution.

7) As an organization, we look to build and increase Black self-confidence and Black leadership. We look to advance and nurture the leadership of women. We center our political and organizational work in communities of oppressed peoples. We strive consciously for our membership and leadership to reflect that. Our organization is open to all -- on every level, to anyone of any ethnicity or gender -- who agrees with and carries out in practice, our principles.

8) We support the Fight for $15 campaign and other social and union struggles to increase wages, benefits, and labor rights for the working class.

9) We practice independent, revolutionary political action.

10) We believe that to defeat the empire of oppression we must solidarize with all struggles of the oppressed.","April 18th, 2017","12,635 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Durham,groups/1587552154801832/?ref=br_rs,"Durham, NC",unclear,using same logo as #BLM movement,This group has been created 1 - provide a central space for conversations 2- to facilitate connections between our local and national work. #blacklivesmatter,"April 9, 2017",384 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Florida,groups/434536450054576/?ref=br_rs,Florida,unclear,unclear,N/A,"April 11, 2017",32 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Grand Rapids,@BLMGrandRapids,"Grand Rapids, MI","October 15, 2014",chapter of the #Blacklivesmatter movement,"#BlackLivesMatter is an online forum intended to build connections between Black people and our allies to fight anti-Black racism, to spark dialogue amongst Black people, and to facilitate the types of connections necessary to encourage social action and engagement.

We value dialogue and relationship building between and among Black people. We ask that others sharing information on this page be diligent about respecting one another's viewpoints, ensuring that we are not ""preaching at"" our brothers and sisters and those in between. In short, we ask that you use this page as a resource for collaboration and information about issues impacting Black people throughout the diaspora--and to use other venues to sell products, preach the gospel, etc. Posts that do not reflect these values and intended uses will be deleted.

We ask that you use this page in ways that create, spark innovation, solidarity, and foster the practice of Black Love.","April 18th, 2017","3,715 Likes",NA,NA,NA,NA,blacklivesmattergr@gmail.com,NA
Marcia,NA,Facebook Groups,Black Lives Matter: International Forum,groups/371922419626827/?ref=br_rs,unclear,unclear,unclear,"#BlackLivesMatter - International Forum is meant to in particular highlight the global experiences of Black people worldwide. Whether a migrant or refugee in the United States, or living in one of hundreds of countries all around the world, the experience of Blackness is shared. Let us lift up and connect to those international experiences, to better understand our own, where-ever we may be.

BLM was created in 2012 after Trayvon Martin’s murderer, George Zimmerman, was acquitted for his crime, and dead 17-year old Trayvon was post-humously placed on trial for his own murder. While rooted in the experiences of Black people in this country who actively resist our de-humanization, #BlackLivesMatter is an international call to action and a response to the virulent anti-Black racism that permeates our global society. Black Lives Matter is a unique contribution that goes beyond extrajudicial killings of Black people by police and vigilantes. 

It goes beyond the narrow nationalism that can be prevalent within Black communities, which merely call on Black people to love Black, live Black and buy Black, keeping straight cis Black men in the front of the movement while our sisters, queer and trans and disabled folk take up roles in the background or not at all. Black Lives Matter affirms the lives of Black queer and trans folks, disabled folks, black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. It is a tactic to (re)build the Black liberation movement.

When we say Black Lives Matter, we are broadening the conversation around state violence to include all of the ways in which Black people are intentionally left powerless at the hands of the state. We are talking about how Black poverty and genocide is state violence. How 2.8 million Black people are locked in cages in this country is state violence. How Black women bearing the burden of a relentless assault on our children and our families is state violence. How Black queer and trans folks bear a unique burden from a hetero-patriarchal society that disposes of us like garbage and simultaneously fetishizes us and profits off of us, and that is state violence. How 500,000 Black people in the US are undocumented immigrants and relegated to the shadows. How Black girls are used as negotiating chips during times of conflict and war. How Black folks living with disabilities and different abilities bear the burden of state sponsored Darwinian experiments that attempt to squeeze us into boxes of normality defined by white supremacy, and that is state violence.

#BlackLivesMatter is working for a world where Black lives are no longer systematically and intentionally targeted for demise. The call for Black lives to matter is a rallying cry for ALL Black lives striving for liberation.","April 14, 2017","3,770 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Iowa,groups/1917017081858880/?ref=br_rs,Iowa,unclear,unofficial- open to public,"This group represents the unofficial Iowa chapter of the Black Lives Matter movement. Our main objectives are as follows:

1.) Educate the public about the importance of Black Lives Matter.

2.) Build solidarity among Iowa's black residents.

3.) Support black-owned businesses and enterprises, and generate black economic prosperity. 

4.) Support black families and advance black children through education, mentorship, self-esteem, and encouragement.

This group is completely open to public for anyone to join. However, we reserve the right to sanction and/or remove anyone who behaves in a disrespectful and offensive manner, or otherwise creates a hostile environment for others. We understand passions can run wild, but we're all supposed to be here for a constructive purpose. 

Appreciate you all. Let's get out there and do some good together. 

Peace and love","April 11, 2017",674 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"Black Lives Matter: Long Beach, CA",groups/blacklivesmatterlbc/?ref=br_rs,"Long Beach, CA",unclear,chapter of the #Blacklivesmatter movement,"#BlackLivesMatter #LBC is a local organizing effort in Long Beach, CA, in solidarity with the national an global #BlackLivesMatter movement. We are Black-led, women affirming, queer, and working-class affirming organization that seeks Black liberation, and accordingly liberation for all people. Our demands are majority local, but tie-in to regional, national, and international organizing efforts by #BlackLivesMatter. #BlackLivesMatter #LBC is organized by Dawn Modkins, Audrena Redmond, Kenyon Davis, and Michael Brown.","April 11, 2017","1,654 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Los Angeles,groups/blacklivesmatterla/?ref=br_rs,unclear,unclear,unclear,"#BlackLivesMatter is an online forum intended to build connections between Black people and our allies to fight anti-Black racism, to spark dialogue amongst Black people, and to facilitate the types of connections necessary to encourage social action and engagement.

We value dialogue and relationship building between and among Black people. We ask that others sharing information on this page be diligent about respecting one another's viewpoints, ensuring that we are not ""preaching at"" our brothers and sisters and those in between. In short, we ask that you use this page as a resource for collaboration and information about issues impacting Black people throughout the diaspora--and to use other venues to sell products, preach the gospel, etc. Posts that do not reflect these values and intended uses will be deleted.","April 14, 2017","10,336 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Louisville Area,groups/264889407208545/?ref=br_rs,"Louisville, MO",unclear,unclear,N/A,"April 11, 2017",47 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: NYC,@BlackLivesMatterNYC,New York City,2012,chapter of the #Blacklivesmatter movement,"#BlackLivesMatter was created in 2012 after Trayvon Martin’s murderer, George Zimmerman, was acquitted for his crime, and dead 17-year old Trayvon was post-humously placed on trial for his own murder. Rooted in the experiences of Black people in this country who actively resist our de-humanization, #BlackLivesMatter is a call to action and a response to the virulent anti-Black racism that permeates our society.Black Lives Matter is a unique contribution that goes beyond extrajudicial killings of Black people by police and vigilantes. 

It goes beyond the narrow nationalism that can be prevalent within Black communities, which merely call on Black people to love Black, live Black and buy Black, keeping straight cis Black men in the front of the movement while our sisters, queer and trans and disabled folk take up roles in the background or not at all. Black Lives Matter affirms the lives of Black queer and trans folks, disabled folks, black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. It is a tactic to (re)build the Black liberation movement.

When we say Black Lives Matter, we are broadening the conversation around state violence to include all of the ways in which Black people are intentionally left powerless at the hands of the state. We are talking about the ways in which Black lives are deprived of our basic human rights and dignity. How Black poverty and genocide is state violence. How 2.8 million Black people are locked in cages in this country is state violence. How Black women bearing the burden of a relentless assault on our children and our families is state violence. How Black queer and trans folks bear a unique burden from a hetero-patriarchal society that disposes of us like garbage and simultaneously fetishizes us and profits off of us, and that is state violence. How 500,000 Black people in the US are undocumented immigrants and relegated to the shadows. How Black girls are used as negotiating chips during times of conflict and war. How Black folks living with disabilities and different abilities bear the burden of state sponsored Darwinian experiments that attempt to squeeze us into boxes of normality defined by white supremacy, and that is state violence.

#BlackLivesMatter is working for a world where Black lives are no longer systematically and intentionally targeted for demise. We affirm our contributions to this society, our humanity, and our resilience in the face of deadly oppression. We have put our sweat equity and love for Black people into creating a political project–taking the hashtag off of social media and into the streets. The call for Black lives to matter is a rallying cry for ALL Black lives striving for liberation.","April 23, 2017","19,593 Likes",NA,NA,NA,NA,blacklivesmatternyc@gmail.com,NA
Marcia,NA,Facebook Groups,Black Lives Matter: Our fight against Trump America,groups/1055477744543370/?ref=br_rs,unclear,unclear,unclear,"Discussions on why we say black lives matter in American society and the legitimacy of the movement triggered by the deaths of unarmed black men, women, and children and our pursuit to get justice. 

Dedicated to fighting injustices in Trump America.","April 14, 2017",472 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Philadelphia,@BlacklivesmatterPHL,"Philedelphia, PA",6/12/1921 ?,unclear,"Topics & News concerning the systematic injustice waged against people of color all across America. All lives matter, Black Genocide is clearly an agenda. It goes beyond the narrow nationalism that can be prevalent within Black communities, which merely call on Black people to love Black, live Black and buy Black, keeping straight cis Black men in the front of the movement while our sisters, queer and trans and disabled folk take up roles in the background or not at all. Black Lives Matter affirms the lives of Black queer and trans folks, disabled folks, black-undocumented folks, folks with records, women and all Black lives along the gender spectrum. It centers those that have been marginalized within Black liberation movements. It is a tactic to (re)build the Black liberation movement. What Does #BlackLivesMatter Mean? When we say Black Lives Matter, we are broadening the conversation around state violence to include all of the ways in which Black people are intentionally left powerless at the hands of the state. We are talking about the ways in which Black lives are deprived of our basic human rights and dignity.",4/16/2017,"587 Likes
587 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Tampa,@BlackLivesMatterTampa,"Tampa, FL",unclear,chapter of the #Blacklivesmatter movement,"#BlackLivesMatterTampa is an online forum intended to build connections, spark dialogue, and encourage social action and engagement in Tampa, FL.",4/16/2017,"7,240 Likes
7,236 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Upstate NY,@BLMUpstateNY,"Upstate, NY",unclear,chapter of the #Blacklivesmatter movement,The official Upstate New York chapter of the Black Lives Matter Network.,4/16/2017,"3,745 Likes
3,760 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,"Black Lives Matter: Williamsburg, VA",groups/1666627193563900/?ref=br_rs,"Williamsburg, VA",unclear,unclear,"Black Lives Matter – Williamsburg is dedicated to dismantling institutional racism, in particular as it relates to the criminal justice system and the commodification of Black lives and Black bodies.

As a movement we seek to raise awareness of the persistent devaluation of black lives; recognize the detrimental effects of Jim Crow, both past and present; function as a conduit for increased social citizenship in both organizations within the Williamsburg community and at the College of William and Mary; and empower the understanding of racialized issues to generate cultural proficiency, dialogue, and lasting change in attitudes and policies. We seek to be agents of reconciliation by aiding in the healing and restoration of broken cross-racial relationships","April 17, 2017",673 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Lives Matter: Worcester,@BlackLivesMatterWorcester,"Worcester, MA",2015,chapter of the #Blacklivesmatter movement,"Black Lives Matter Worcester is a chapter of the international organization Black Lives Matter. As an organization, Black Lives Matter seeks to center the most marginalized folx in the Black community with an emphasis on Black women, queer, and trans leadership. The three co-founders Opal Tometi, Alicia Garza and, Patrisse Cullors are dynamic Black women who form an incredibly strong trinity. At the same time, BLM is a decentralized network of independent chapters who specialize in direct actions the world over, boasting membership in Canada, Ghana, all across the US and further. We spark Love Warriors for Black Liberation, and wage love for the Black community in Worcester centering Black women queer and trans leadership.",04/16/2017,"959 Likes
970 Followers",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter!,groups/1268153313225405/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",53 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter!,groups/402744863238966/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",30 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter!,groups/386105481562174/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",30 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter!,groups/405663182936666/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",19 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter!,groups/1544343392512690/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",11 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER!!!,groups/323271541198920/?ref=br_rs,unclear,unclear,unclear,N/A,"April 14, 2017",42 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black lives matter.,groups/596846520414794/?ref=br_rs,unclear,unclear,unclear,"Upload black unsong heroes,inventours,humanitarians doctours, scholars and victims of injustice,lets build our own wall of reflection.Thank you,no profanity or deorgertory post please will be unfriended.Let us show our heroes and children that black Lives matter.Thank you and JAH bless.","April 17, 2017",481 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER... WE ARE NOT TERRORIST!!!!,groups/917840991655863/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",16 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER... WE ARE NOT TERRORIST!!!!,groups/921729394639464/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",24 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER... WE ARE NOT TERRORIST!!!!,groups/1035115803231902/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",25 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,BLACK LIVES MATTER... WE ARE NOT TERRORIST!!!!,groups/644592985698623/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017",15 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Lives Matter.....,groups/676527069180243/?ref=br_rs,unclear,unclear,unclear,people this group is about us coming together and realizing we can be stronger then what we is if we stop killing each other and doing some of the things we do..... #some #of #you #people #know #what #i'm #talking #about,"April 17, 2017",59 Members,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,Black Lives MPLS,@BlackLivesMPLS,"Minneapolis, MN",December 2014,unclear,We have nothing to lose but our chains. | Donate food and bail money http://bit.ly/BlackLives  | Text @blacklives to 23559 for upcoming alerts,4/24/2017,"29.1K Followers
3978 Likes",NA,NA,NA,"@Long_Live_BLM, @blmyeg, @BLMPeoriaIL, @BLMHOU, @BLM_paterson, @BLMHamptonRoads, @BLMLouisville, @BLivesMatter757, @BLMVegas, @Blacktionist, @BLMTampafl, @BLMUpstateNY, @DetroitBLM, @SoDak4BLM, @BLMTexas2016, @BLMAtlanta, @lc_blm, @Blmmemphis, @BLMGary, @BLMTampa, @BLM_CU, @BLMLansing, @BLM_216, @BLMBAYAREA, @blmirish, @BLM_Nashville, @BLMPhilly, @mvmt4bl, @BLMChi, @BLMRU, @DMVBlackLives, @BLMPDX, @BLM_IE, @BLMLA, @BLMLBC, @BLMNYC, @BLM_TO, @BLM_Boston, @BLM_Atlanta, @OfficialBLMATL, @PrisonReformMvt, @OsopePatrisse ‏",NA,NA
Marcia,NA,Facebook Groups,Black Lives Should Matter!,groups/386188568079584/?ref=br_rs,unclear,unclear,unclear,N/A,"April 17, 2017","1,478 Members",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Groups,Black Livs Really Do Matter-Don't We?,groups/YesWeMatter/?ref=br_rs,unclear,unclear,unclear,"We encourage respectful comments but reserve the right to delete anything that doesn't contribute to an engaging dialogue.

This group was created and inspired as a result of a heartfelt plea by Ray Lewis asking the question Do Black Lives Really Matter to Black people. 

https://www.facebook.com/officialraylewis/videos/10154098587720701/?pnref=story
","April 17, 2017",775 Members,NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Trans Women's Lives Matter,@BlackTransWomensLivesMatter,"National
",unclear,"not a chapter
","Resisting U.S.'s epidemic of women of color in transsexual & transgender communities made victims of male violence, misogyny, hate crimes & unjust courts.","April 23, 2017","4,729 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Facebook Pages,Black Women Artists for Black Lives Matter,@bwaforblm,"New Museum, ?","July 20, 2016",unclear,"BWA for BLM focuses on the interdependence of care and action, invisibility and visibility, self-defense and self-determination, and desire and possibility.On Sunday, July 10, over one hundred black women artists gathered to form a collective force underground, known as Black Women Artists for Black Lives Matter (BWA for BLM). Simone Leigh, the current artist in residence at the New Museum, convened this group in response to the continued inhumane institutionalized violence against black lives. The group will hold a public event in solidarity with Black Lives Matter at the New Museum on September 1. This dynamic event will feature collectively organized healing workshops, performances, digital works, participatory exchanges, displays, and the distribution of materials throughout the New Museum Theater, Lobby, Fifth Floor, and Sky Room.","April 23, 2017","1,060 Likes",NA,NA,NA,NA,bwaforblm@gmail.com,NA
Marcia,NA,Facebook Groups,"Black, Brown & Red Lives Matter: Community Group",groups/blackbrownredlivesmatter/?ref=br_rs,unclear,unclear,"not an affiliated chapter
","Check out our blog at: bbrlm.wordpress.com

IMPORTANT Announcement: please limit postings to topics related to policing, profiling (whether racial, class, LGBTQ, gender, non-citizens, etc), mobilizing and organizing strategies for equity and liberation, and promotion of events happening in the GTHA (Greater Toronto and Hamilton Area) or beyond that are related to anti-oppression and cultural enrichment in general (e.g., LGBTQ events, drumming and empowerment events, indigenous-led events, etc). Unrelated posts will be deleted.","April 17, 2017",148 Members,NA,NA,NA,NA,NA,NA
Marcia,4/24/17,Twitter,BlackLives,@Long_Live_BLM,"Toronto, Canada",October 2016,unclear,"BLACK LIVES MATTER (BLM) supports the cause, black lives matter, show your pride with",4/24/2017,"322 Followers
11 Likes",NA,NA,NA,NA,NA,NA
Marcia,NA,Instagram Profile,BlackLivesDank follow for Danker shit.,blacklivesdank,unclear,unclear,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcia,NA,Twitter,BlackLivesMatter CU,@BLM_CU,"Champaign-Urbana, IL",September 2015,chapter of the #Blacklivesmatter movement,Collective action against anti-Black racism in Champaign-Urbana IL & a chapter of the #Blacklivesmatter movement. Join us:http://goo.gl/forms/r2nzkMooZhirIQ6m2 …,4/10/2017,"167 Followers
12 Likes",NA,NA,NA,"@BLMChiYouth, @BLMHouston, @BLMTampafl, @BLMGary, @BLM_216, @BLM_Nashville, @BLMChi, @BLMLA",NA,NA
